antecedent,consequent,support,confidence,lift,leverage,conviction,zhangs_metric,rule_rank,lift_tier
PINK CREAM FELT CRAFT TRINKET BOX,PINK BLUE FELT CRAFT TRINKET BOX,0.01345668629100084,0.4375,17.05532786885246,0.012667684379429483,1.7321745631249417,0.9712408578157928,125,Muy Alto (>5)
PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX,0.01345668629100084,0.5245901639344261,17.055327868852455,0.012667684379429483,2.0387501191132174,0.9661508107774832,126,Muy Alto (>5)
HAND WARMER RED RETROSPOT,HAND WARMER OWL DESIGN,0.010993632103808723,0.5613496932515338,17.051509112892393,0.01034890136290928,2.204670014594321,0.9601581752919747,127,Muy Alto (>5)
HAND WARMER OWL DESIGN,HAND WARMER RED RETROSPOT,0.010993632103808723,0.33394160583941607,17.051509112892393,0.01034890136290928,1.471966608457501,0.9733992682796015,128,Muy Alto (>5)
"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE RED,0.011534302535143579,0.7741935483870969,17.001617158907145,0.01085587868714505,4.226909939753868,0.9554163109322275,129,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",0.011534302535143579,0.2532981530343008,17.00161715890714,0.01085587868714505,1.3192702413890751,0.9860848858677409,130,Muy Alto (>5)
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,0.012014898474107893,0.364963503649635,16.875506893755066,0.011302925876795624,1.540656621106724,0.9727668033296061,131,Muy Alto (>5)
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,0.012014898474107893,0.5555555555555555,16.875506893755066,0.011302925876795624,2.1759281509071244,0.9615375168856686,132,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN",0.012675717890183827,0.2783641160949868,16.788583610569386,0.01192069780128224,1.362764050457302,0.9853029261703965,133,Muy Alto (>5)
"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE RED,0.012675717890183827,0.7644927536231885,16.788583610569386,0.01192069780128224,4.052799009232988,0.9562915632862101,134,Muy Alto (>5)
ALARM CLOCK BAKELIKE IVORY,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",0.011534302535143579,0.4528301886792453,16.603108636023606,0.010839595128958346,1.7777409505027615,0.96433341552624,135,Muy Alto (>5)
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE IVORY,0.011534302535143579,0.42290748898678415,16.603108636023606,0.010839595128958346,1.6886866431932848,0.9661201004611331,136,Muy Alto (>5)
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT,0.01573951700108134,0.7197802197802198,16.594822075431495,0.014791057479819973,3.41384257655964,0.9607490499038417,137,Muy Alto (>5)
BAKING SET 9 PIECE RETROSPOT,BAKING SET SPACEBOY DESIGN,0.01573951700108134,0.3628808864265928,16.594822075431495,0.014791057479819973,1.5352433539327897,0.9823484068408913,138,Muy Alto (>5)
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE IVORY,0.01243541992070167,0.42158859470468435,16.5513295930523,0.011684095391104867,1.684836098170182,0.9681386687240306,139,Muy Alto (>5)
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE PINK,0.01243541992070167,0.48820754716981135,16.5513295930523,0.011684095391104867,1.8962831883886249,0.9641400686251211,140,Muy Alto (>5)
STRAWBERRY CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.016099963955304577,0.6049661399548533,16.481614346462337,0.015123120084500117,2.4385111824376513,0.9650080922917352,141,Muy Alto (>5)
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CHARLOTTE BAG,0.016099963955304577,0.43862520458265136,16.481614346462333,0.015123120084500117,1.7339342767539034,0.9751185606113492,142,Muy Alto (>5)
GARDENERS KNEELING PAD KEEP CALM,GARDENERS KNEELING PAD CUP OF TEA,0.027514117505707078,0.6172506738544475,16.387168607625412,0.025835113758049047,2.514265153579171,0.9827845347192323,143,Muy Alto (>5)
GARDENERS KNEELING PAD CUP OF TEA,GARDENERS KNEELING PAD KEEP CALM,0.027514117505707078,0.7304625199362041,16.387168607625412,0.025835113758049047,3.544682269920026,0.9757291491463057,144,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY",0.011534302535143579,0.27826086956521745,16.36724535258873,0.010829583916544802,1.361986453563865,0.9795041833792931,145,Muy Alto (>5)
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY",ALARM CLOCK BAKELIKE GREEN,0.011534302535143579,0.6784452296819788,16.367245352588725,0.010829583916544802,2.9809808118110417,0.9551407901973966,146,Muy Alto (>5)
LARGE WHITE HEART OF WICKER,SMALL WHITE HEART OF WICKER,0.016640634386639434,0.5528942115768464,16.203304658289056,0.015613644230151408,2.1602889368531266,0.9674003530728407,147,Muy Alto (>5)
SMALL WHITE HEART OF WICKER,LARGE WHITE HEART OF WICKER,0.016640634386639434,0.48767605633802824,16.203304658289056,0.015613644230151408,1.89314337407251,0.9714316892872877,148,Muy Alto (>5)
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE GREEN,0.010933557611438183,0.6618181818181819,15.966123847167328,0.010248760367216756,2.834417904007421,0.953113284614109,149,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE CHOCOLATE,0.010933557611438183,0.263768115942029,15.966123847167326,0.010248760367216756,1.3358284745525397,0.9779028316882415,150,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE PINK",0.012675717890183827,0.30579710144927535,15.907182971014493,0.011878862915089803,1.4128090857715758,0.9776607233874196,151,Muy Alto (>5)
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE GREEN,0.012675717890183827,0.6593749999999999,15.907182971014493,0.011878862915089803,2.8140876338035303,0.9555037671425742,152,Muy Alto (>5)
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.013336537306259761,0.4014466546112116,15.760568426080727,0.012490340840135459,1.6281396182020995,0.9687329783023562,153,Muy Alto (>5)
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.013336537306259761,0.5235849056603773,15.760568426080724,0.012490340840135459,2.0292782852717566,0.961029455049921,154,Muy Alto (>5)
ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",0.012675717890183827,0.42973523421588594,15.756327552329598,0.01187123360613442,1.7057448378846916,0.9649975577235343,155,Muy Alto (>5)
"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",ALARM CLOCK BAKELIKE PINK,0.012675717890183827,0.46475770925110127,15.756327552329596,0.01187123360613442,1.8132039284268047,0.9627924620197441,156,Muy Alto (>5)
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.012074972966478434,0.39566929133858264,15.719119388119443,0.011306801883332088,1.613071739902104,0.9658591415212943,157,Muy Alto (>5)
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.012074972966478434,0.4797136038186157,15.719119388119443,0.011306801883332088,1.8633624961006694,0.9605617073932734,158,Muy Alto (>5)
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.012735792382554368,0.4785553047404063,15.681164572261425,0.01192362104643544,1.8592233590431355,0.9618263098261561,159,Muy Alto (>5)
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.012735792382554368,0.41732283464566927,15.681164572261423,0.01192362104643544,1.6705425538478522,0.9657003159073744,160,Muy Alto (>5)
HAND WARMER UNION JACK,HAND WARMER SCOTTY DOG DESIGN,0.011354079058031959,0.4315068493150685,15.614919594997023,0.010626948893258662,1.7104264709927055,0.9612517432112693,161,Muy Alto (>5)
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER UNION JACK,0.011354079058031959,0.4108695652173913,15.614919594997023,0.010626948893258662,1.652753473347541,0.9625582759154981,162,Muy Alto (>5)
RED RETROSPOT CHARLOTTE BAG,WOODLAND CHARLOTTE BAG,0.012916015859665985,0.3518821603927987,15.333587544236982,0.012073680964299612,1.5075214478074022,0.9704028252151906,163,Muy Alto (>5)
WOODLAND CHARLOTTE BAG,RED RETROSPOT CHARLOTTE BAG,0.012916015859665985,0.56282722513089,15.33358754423698,0.012073680964299612,2.203464031926535,0.9567393815989659,164,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE CHOCOLATE,0.01129400456566142,0.24802110817941955,15.012943151834975,0.010541720056792086,1.3078552141497564,0.9779219161792121,165,Muy Alto (>5)
ALARM CLOCK BAKELIKE CHOCOLATE,ALARM CLOCK BAKELIKE RED,0.01129400456566142,0.6836363636363637,15.012943151834975,0.010541720056792086,3.0169824375328864,0.9490699043586415,166,Muy Alto (>5)
SET OF 20 VINTAGE CHRISTMAS NAPKINS,60 CAKE CASES VINTAGE CHRISTMAS,0.010272738195362249,0.37999999999999995,14.744708624708622,0.009576031433850015,1.5713355528597392,0.9580793178302635,167,Muy Alto (>5)
60 CAKE CASES VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.010272738195362249,0.39860139860139854,14.744708624708622,0.009576031433850015,1.6178396094878578,0.9568386650785563,168,Muy Alto (>5)
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE RED,0.012615643397813289,0.670926517571885,14.7338295666248,0.011759406847718373,2.9004571493895153,0.949991982343663,169,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE ORANGE,0.012615643397813289,0.2770448548812665,14.7338295666248,0.011759406847718373,1.3572027123852557,0.9765998897041194,170,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE IVORY,0.01700108134086267,0.37335092348284965,14.657545925225271,0.01584119540718777,1.5551421868379949,0.9762298100840157,171,Muy Alto (>5)
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE RED,0.01700108134086267,0.6674528301886792,14.65754592522527,0.01584119540718777,2.8701598492769325,0.9561298990639159,172,Muy Alto (>5)
ALARM CLOCK BAKELIKE ORANGE,ALARM CLOCK BAKELIKE GREEN,0.0114141535504025,0.6070287539936103,14.644348752141505,0.010634729777888657,2.4392334299409324,0.9495693252601287,173,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE ORANGE,0.0114141535504025,0.2753623188405797,14.644348752141502,0.010634729777888657,1.3540514237654693,0.9720052512831339,174,Muy Alto (>5)
"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG DOLLY GIRL DESIGN,0.011173855580920341,0.45365853658536587,14.57837837837838,0.010407387919641044,1.773399014778325,0.9549256000868903,175,Muy Alto (>5)
LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",0.011173855580920341,0.3590733590733591,14.578378378378378,0.010407387919641044,1.521811383464894,0.9613201911589009,176,Muy Alto (>5)
JUMBO BAG VINTAGE LEAF,"JUMBO BAG APPLES, JUMBO BAG PEARS",0.010392887180103328,0.24400564174894215,14.558128718827568,0.00967899823319063,1.3005906802046476,0.9727416587205183,177,Muy Alto (>5)
"JUMBO BAG APPLES, JUMBO BAG PEARS",JUMBO BAG VINTAGE LEAF,0.010392887180103328,0.6200716845878136,14.558128718827566,0.00967899823319063,2.5199679678272755,0.9471854228037454,178,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED,0.02727381953622492,0.6579710144927537,14.449321249665408,0.025386269313970953,2.7905925381371217,0.9710437182427889,179,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE GREEN,0.02727381953622492,0.5989445910290239,14.449321249665408,0.025386269313970953,2.3900652598696075,0.9751997462413105,180,Muy Alto (>5)
HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,0.01249549441307221,0.3795620437956204,14.425090824250908,0.011629261086342282,1.5693549413036871,0.9623579613329892,181,Muy Alto (>5)
HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,0.01249549441307221,0.4748858447488584,14.425090824250907,0.011629261086342282,1.8416551306228417,0.9558266573012378,182,Muy Alto (>5)
ALARM CLOCK BAKELIKE RED,ALARM CLOCK BAKELIKE PINK,0.01922383755857263,0.42216358839050133,14.312291430444573,0.017880667762736835,1.6795470218687611,0.9745055230362538,183,Muy Alto (>5)
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED,0.01922383755857263,0.6517311608961304,14.312291430444573,0.017880667762736835,2.7405941261901603,0.9583994893221912,184,Muy Alto (>5)
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,0.016520485401898353,0.4147812971342383,14.294926443264037,0.015364796670832301,1.6591814571718413,0.9686248457167558,185,Muy Alto (>5)
HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,0.016520485401898353,0.5693581780538302,14.294926443264037,0.015364796670832301,2.2296269489551657,0.9578377101460687,186,Muy Alto (>5)
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.0159798149705635,0.43535188216039283,14.265487067799015,0.01485964186363649,1.7169669520640376,0.9653338209883925,187,Muy Alto (>5)
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.0159798149705635,0.5236220472440944,14.265487067799011,0.01485964186363649,2.022122307694599,0.9591726248326231,188,Muy Alto (>5)
ALARM CLOCK BAKELIKE IVORY,ALARM CLOCK BAKELIKE GREEN,0.014898474107893788,0.5849056603773585,14.110637134263058,0.013842641265894207,2.3092307188186076,0.9534165072521984,189,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE IVORY,0.014898474107893788,0.35942028985507246,14.110637134263056,0.013842641265894207,1.5213226391675905,0.9693107658965381,190,Muy Alto (>5)
CHARLOTTE BAG APPLES DESIGN,RED RETROSPOT CHARLOTTE BAG,0.010513036164844407,0.5177514792899409,14.105550121539045,0.009767724137007145,1.9975063557338713,0.9483625915413996,191,Muy Alto (>5)
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG APPLES DESIGN,0.010513036164844407,0.2864157119476268,14.105550121539043,0.009767724137007145,1.3729209540931673,0.9645087086284467,192,Muy Alto (>5)
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG DOLLY GIRL DESIGN,0.01021266370299171,0.43701799485861187,14.043632321267285,0.009485454141436474,1.720981139901149,0.9510176611703918,193,Muy Alto (>5)
LUNCH BAG DOLLY GIRL DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",0.01021266370299171,0.3281853281853282,14.043632321267284,0.009485454141436474,1.4537208897653782,0.9586243872549018,194,Muy Alto (>5)
WOODEN PICTURE FRAME WHITE FINISH,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE",0.010693259641956025,0.20843091334894612,13.87816393442623,0.00992274996268712,1.2443403785190676,0.9781257470714797,195,Muy Alto (>5)
"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE",WOODEN PICTURE FRAME WHITE FINISH,0.010693259641956025,0.712,13.87816393442623,0.00992274996268712,3.2940846649845805,0.9420933031076365,196,Muy Alto (>5)
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.010513036164844407,0.3684210526315789,13.874970231007381,0.009755338239024705,1.541291201089351,0.9551843246729155,197,Muy Alto (>5)
PACK OF 72 SKULL CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.010513036164844407,0.39592760180995473,13.874970231007381,0.009755338239024705,1.6081923607745512,0.953239059138837,198,Muy Alto (>5)
VINTAGE SNAP CARDS,VINTAGE HEADS AND TAILS CARD GAME,0.014538027153670552,0.35640648011782033,13.765063266917023,0.013481873115598583,1.5135452171218629,0.9667881638110007,199,Muy Alto (>5)
VINTAGE HEADS AND TAILS CARD GAME,VINTAGE SNAP CARDS,0.014538027153670552,0.5614849187935035,13.765063266917023,0.013481873115598583,2.1874034914404974,0.9520016411699197,200,Muy Alto (>5)
72 SWEETHEART FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.010452961672473868,0.39189189189189194,13.733541963015648,0.009691835249252267,1.5975195909594564,0.9525941880312776,201,Muy Alto (>5)
PACK OF 60 DINOSAUR CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,0.010452961672473868,0.3663157894736842,13.733541963015648,0.009691835249252267,1.5359810284353925,0.9544203224588931,202,Muy Alto (>5)
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE GREEN,0.016580559894268893,0.5621181262729124,13.560896130346231,0.015357885541859,2.189057501068767,0.9544103992571957,203,Muy Alto (>5)
ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,0.016580559894268893,0.39999999999999997,13.560896130346231,0.015357885541859,1.617505707076775,0.966313612434194,204,Muy Alto (>5)
"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG WOODLAND,0.010933557611438183,0.5449101796407185,13.457826187387836,0.010121126431305636,2.1083965169441683,0.9446480444518698,205,Muy Alto (>5)
LUNCH BAG WOODLAND,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",0.010933557611438183,0.27002967359050445,13.457826187387836,0.010121126431305636,1.342431444259174,0.9647570060793201,206,Muy Alto (>5)
"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG WOODLAND,0.013396611798630302,0.5439024390243903,13.432937685459942,0.012399316038587356,2.103738046942915,0.9489287493771799,207,Muy Alto (>5)
LUNCH BAG WOODLAND,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",0.013396611798630302,0.3308605341246291,13.432937685459942,0.012399316038587356,1.4576474828787698,0.9646135220941581,208,Muy Alto (>5)
"LUNCH BAG RED RETROSPOT, LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG SPACEBOY DESIGN,0.011173855580920341,0.6966292134831462,13.283035381031446,0.010332643067335012,3.1234219320846757,0.9397901325261104,209,Muy Alto (>5)
LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG DOLLY GIRL DESIGN",0.011173855580920341,0.21305841924398625,13.283035381031443,0.010332643067335012,1.2503597911191537,0.9758969492579194,210,Muy Alto (>5)
LUNCH BAG WOODLAND,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",0.011714526012255196,0.2893175074183977,13.267160409054126,0.010831554400314735,1.3764134750472632,0.9636440694291933,211,Muy Alto (>5)
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG WOODLAND,0.011714526012255196,0.5371900826446281,13.267160409054124,0.010831554400314735,2.073226515164518,0.945238781362346,212,Muy Alto (>5)
"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",LUNCH BAG SPACEBOY DESIGN,0.01021266370299171,0.6910569105691057,13.176785032455136,0.009437613971373765,3.067085817993259,0.9379705882352941,213,Muy Alto (>5)
COOK WITH WINE METAL SIGN,HAND OVER THE CHOCOLATE   SIGN,0.015439144539228643,0.4524647887323944,12.963388766332939,0.014248163938590833,1.7626203759542862,0.9554622576805777,214,Muy Alto (>5)
HAND OVER THE CHOCOLATE   SIGN,COOK WITH WINE METAL SIGN,0.015439144539228643,0.4423407917383821,12.963388766332937,0.014248163938590833,1.732021410252417,0.9562354297533971,215,Muy Alto (>5)
HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,0.015078697585005407,0.5132924335378324,12.887278806441566,0.013908652472186983,1.9727875170253135,0.9503211391606317,216,Muy Alto (>5)
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.015078697585005407,0.37858220211161386,12.887278806441563,0.013908652472186983,1.5619500705146225,0.9606668738921558,217,Muy Alto (>5)
HOT WATER BOTTLE I AM SO POORLY,HOT WATER BOTTLE TEA AND SYMPATHY,0.010933557611438183,0.3768115942028985,12.827005720043863,0.010081171805267295,1.5575122454168748,0.9495928497660852,218,Muy Alto (>5)
HOT WATER BOTTLE TEA AND SYMPATHY,HOT WATER BOTTLE I AM SO POORLY,0.010933557611438183,0.3721881390593047,12.827005720043863,0.010081171805267295,1.546616240620454,0.9499454868335231,219,Muy Alto (>5)
LUNCH BAG SUKI DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN",0.011654451519884658,0.23205741626794263,12.790820368199249,0.010743294050355953,1.2785558765766747,0.9705628044367066,220,Muy Alto (>5)
"LUNCH BAG  BLACK SKULL., LUNCH BAG APPLE DESIGN",LUNCH BAG SUKI DESIGN,0.011654451519884658,0.642384105960265,12.790820368199247,0.010743294050355953,2.655859932983567,0.9388520520156836,221,Muy Alto (>5)
LUNCH BAG SUKI DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE",0.01015258921062117,0.2021531100478469,12.556121902449476,0.009344012383357286,1.23319404817596,0.9690241738993747,222,Muy Alto (>5)
"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE",LUNCH BAG SUKI DESIGN,0.01015258921062117,0.6305970149253731,12.556121902449476,0.009344012383357286,2.5711154558925795,0.9354177670868917,223,Muy Alto (>5)
60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,0.011774600504625737,0.33390119250425904,12.518286600058325,0.010834008482665568,1.4612350516686727,0.9537496298724983,224,Muy Alto (>5)
72 SWEETHEART FAIRY CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.011774600504625737,0.4414414414414415,12.518286600058323,0.010834008482665568,1.727189133880851,0.9453317680608844,225,Muy Alto (>5)
JUMBO BAG VINTAGE LEAF,JUMBO BAG PEARS,0.01351676078337138,0.31734837799717913,12.458917689011896,0.012431854283403695,1.4275633190114418,0.9606531272440791,226,Muy Alto (>5)
JUMBO BAG PEARS,JUMBO BAG VINTAGE LEAF,0.01351676078337138,0.5306603773584906,12.458917689011896,0.012431854283403695,2.0399027457363714,0.9437756681598377,227,Muy Alto (>5)
"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",WOODEN FRAME ANTIQUE WHITE,0.010693259641956025,0.5836065573770491,12.391217798594846,0.009830288801174852,2.288464467593359,0.9364561051026953,228,Muy Alto (>5)
WOODEN FRAME ANTIQUE WHITE,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",0.010693259641956025,0.22704081632653056,12.391217798594845,0.009830288801174852,1.270024731657354,0.9647351666550967,229,Muy Alto (>5)
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG WOODLAND,0.01243541992070167,0.5012106537530266,12.378564602927126,0.01143082687460963,1.9236773988094753,0.9426018627885999,230,Muy Alto (>5)
LUNCH BAG WOODLAND,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",0.01243541992070167,0.3071216617210683,12.378564602927126,0.01143082687460963,1.407446561359212,0.9580050111850327,231,Muy Alto (>5)
LADIES & GENTLEMEN METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.010452961672473868,0.4957264957264957,12.371609067261241,0.009608046381694487,1.903590621862635,0.9389690088984352,232,Muy Alto (>5)
PLEASE ONE PERSON METAL SIGN,LADIES & GENTLEMEN METAL SIGN,0.010452961672473868,0.2608695652173913,12.37160906726124,0.009608046381694487,1.3244128601819198,0.9575380186494775,233,Muy Alto (>5)
LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,0.01573951700108134,0.4906367041198503,12.318459391823572,0.014461799025120117,1.8850408329858441,0.9492735015198951,234,Muy Alto (>5)
HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,0.01573951700108134,0.3951734539969834,12.31845939182357,0.014461799025120117,1.6003269490577292,0.9569351596376493,235,Muy Alto (>5)
LUNCH BAG VINTAGE DOILY,JUMBO BAG VINTAGE DOILY,0.012074972966478434,0.4170124481327801,12.285998604634084,0.011092149074416136,1.6570815426787582,0.9459987860745764,236,Muy Alto (>5)
JUMBO BAG VINTAGE DOILY,LUNCH BAG VINTAGE DOILY,0.012074972966478434,0.35575221238938054,12.285998604634084,0.011092149074416136,1.5072525095954148,0.9508814363602669,237,Muy Alto (>5)
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG WOODLAND,0.011594377027514117,0.4961439588688947,12.253430770521694,0.010648162269814835,1.904333209914989,0.9403655850441148,238,Muy Alto (>5)
LUNCH BAG WOODLAND,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",0.011594377027514117,0.28635014836795253,12.253430770521692,0.010648162269814835,1.3685016822106812,0.9571452113737902,239,Muy Alto (>5)
COOK WITH WINE METAL SIGN,GIN + TONIC DIET METAL SIGN,0.01585966598582242,0.4647887323943662,12.241888037083259,0.014564141477039121,1.7974825625881357,0.9507552198185362,240,Muy Alto (>5)
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN,0.01585966598582242,0.4177215189873417,12.241888037083257,0.014564141477039121,1.6587899430075903,0.9545549159636834,241,Muy Alto (>5)
PACK OF 60 DINOSAUR CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.012315270935960592,0.43157894736842106,12.238608446157986,0.011309006948503205,1.6972212209806827,0.9452648598590371,242,Muy Alto (>5)
60 TEATIME FAIRY CAKE CASES,PACK OF 60 DINOSAUR CAKE CASES,0.012315270935960592,0.3492333901192505,12.238608446157986,0.011309006948503205,1.4928003394366083,0.9518574038720025,243,Muy Alto (>5)
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG PINK POLKADOT,0.015018623092634867,0.6218905472636816,12.207535436027412,0.013788348302826658,2.510005564795083,0.9408037429204629,244,Muy Alto (>5)
LUNCH BAG PINK POLKADOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",0.015018623092634867,0.294811320754717,12.20753543602741,0.013788348302826658,1.3838141234930645,0.9673639701228003,245,Muy Alto (>5)
"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",LUNCH BAG SPACEBOY DESIGN,0.010933557611438183,0.6363636363636365,12.133916484431952,0.010032483533215694,2.6057761624414284,0.9336273140062871,246,Muy Alto (>5)
LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",0.010933557611438183,0.20847651775486828,12.13391648443195,0.010032483533215694,1.2416797697451643,0.9683727164865819,247,Muy Alto (>5)
