support,itemsets,itemset_size
0.011714526012255196,POTTERING MUG,1
0.012315270935960592,RIBBON REEL HEARTS DESIGN,1
0.014417878168929473,HAPPY STENCIL CRAFT,1
0.032260002402979694,HANGING HEART JAR T-LIGHT HOLDER,1
0.016099963955304577,VINTAGE CREAM DOG FOOD CONTAINER,1
0.016280187432416195,SMALL MARSHMALLOWS PINK BOWL,1
0.013696984260482999,DOORMAT HOME SWEET HOME BLUE,1
0.013336537306259761,DOORMAT WELCOME PUPPIES,1
0.02066562537546558,SMALL DOLLY MIX DESIGN ORANGE BOWL,1
0.012555568905442748,GROW A FLYTRAP OR SUNFLOWER IN TIN,1
0.013997356722335695,PACK OF 20 NAPKINS RED APPLES,1
0.010753334134326565,JAZZ HEARTS ADDRESS BOOK,1
0.029616724738675958,PINK REGENCY TEACUP AND SAUCER,1
0.012014898474107893,FRENCH ENAMEL CANDLEHOLDER,1
0.016520485401898353,RED RETROSPOT SMALL MILK JUG,1
0.017481677279826986,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1
0.017241379310344827,DOORMAT WELCOME TO OUR HOME,1
0.06049501381713324,SET OF 3 CAKE TINS PANTRY DESIGN,1
0.03580439745284152,SET OF 6 SPICE TINS PANTRY DESIGN,1
0.012916015859665985,SET OF 6 HERB TINS SKETCHBOOK,1
0.01345668629100084,SET OF 3 CAKE TINS SKETCHBOOK,1
0.015258921062117025,LONDON BUS COFFEE MUG,1
0.013036164844407064,QUEENS GUARD COFFEE MUG,1
0.01015258921062117,PINK BABY BUNTING,1
0.0433737834915295,BAKING SET 9 PIECE RETROSPOT,1
0.01237534542833113,WRAP ALPHABET DESIGN,1
0.010392887180103328,MEDIUM CERAMIC TOP STORAGE JAR,1
0.018262645680643997,GINGHAM HEART DECORATION,1
0.015138772077375946,SET 2 PANTRY DESIGN TEA TOWELS,1
0.012555568905442748,PANTRY SCRUBBING BRUSH,1
0.04769914694220834,SET OF 4 PANTRY JELLY MOULDS,1
0.025711882734590893,TRAVEL CARD WALLET KEEP CALM,1
0.011534302535143579,TRAVEL CARD WALLET TRANSPORT,1
0.014117505707076775,REVOLVER WOODEN RULER,1
0.012074972966478434,GIRAFFE WOODEN RULER,1
0.017301453802715368,TRAVEL CARD WALLET VINTAGE TICKET,1
0.010753334134326565,TRAVEL CARD WALLET SUKI,1
0.010753334134326565,TRAVEL CARD WALLET UNION JACK,1
0.01033281268773279,TRAVEL CARD WALLET I LOVE LONDON,1
0.014778325123152709,CHILDRENS CUTLERY POLKADOT PINK,1
0.05022227562177099,LUNCH BAG SUKI DESIGN,1
0.010933557611438183,CHILDRENS CUTLERY RETROSPOT RED,1
0.025471584765108735,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1
0.014958548600264328,TOILET SIGN OCCUPIED OR VACANT,1
0.015499219031599183,PANTRY WASHING UP BRUSH,1
0.011474228042773038,TREASURE ISLAND BOOK BOX,1
0.013937282229965157,FELTCRAFT GIRL AMELIE KIT,1
0.010813408626697104,RECYCLED ACAPULCO MAT TURQUOISE,1
0.010873483119067644,BULL DOG BOTTLE OPENER,1
0.0313588850174216,ANTIQUE SILVER T-LIGHT GLASS,1
0.016460410909527816,DOUGHNUT LIP GLOSS,1
0.012315270935960592,ICE CREAM SUNDAE LIP GLOSS,1
0.01129400456566142,ICE CREAM PEN LIP GLOSS,1
0.017661900756938603,OPEN CLOSED METAL SIGN,1
0.011173855580920341,SET OF 4 JAM JAR MAGNETS,1
0.013276462813889223,CHILDRENS CUTLERY SPACEBOY,1
0.010753334134326565,CHILDRENS CUTLERY DOLLY GIRL,1
0.044815571308422446,LUNCH BAG APPLE DESIGN,1
0.041811846689895474,JUMBO BAG ALPHABET,1
0.03760663222395771,JUMBO BAG APPLES,1
0.03574432296047098,LUNCH BAG ALPHABET DESIGN,1
0.02030517842124234,CHARLOTTE BAG APPLES DESIGN,1
0.01706115583323321,CHARLOTTE BAG VINTAGE ALPHABET,1
0.033161119788537786,LUNCH BAG VINTAGE LEAF DESIGN,1
0.011654451519884658,TRIPLE HOOK ANTIQUE IVORY ROSE,1
0.013997356722335695,SINGLE ANTIQUE ROSE HOOK IVORY,1
0.012916015859665985,MINIATURE ANTIQUE ROSE HOOK IVORY,1
0.013216388321518684,ZINC T-LIGHT HOLDER STARS SMALL,1
0.03706596179262285,DOORMAT KEEP CALM AND COME IN,1
0.05454763907244984,SPOTTY BUNTING,1
0.0248107653490328,LUNCH BAG DOILEY PATTERN,1
0.025471584765108735,JUMBO BAG PEARS,1
0.02475069085666226,JUMBO BAG DOILEY PATTERNS,1
0.042592815090712485,JUMBO BAG VINTAGE LEAF,1
0.012795866874924906,BUNDLE OF 3 RETRO NOTE BOOKS,1
0.017661900756938603,REGENCY TEAPOT ROSES,1
0.0159798149705635,REGENCY TEA PLATE ROSES,1
0.01363690976811246,REGENCY TEA PLATE GREEN,1
0.012916015859665985,REGENCY MILK JUG PINK,1
0.012195121951219513,REGENCY SUGAR BOWL GREEN,1
0.011113781088549803,REGENCY TEA PLATE PINK,1
0.03868797308662742,RABBIT NIGHT LIGHT,1
0.011654451519884658,PARISIENNE JEWELLERY DRAWER,1
0.010933557611438183,ZINC HERB GARDEN CONTAINER,1
0.016039889462934036,SET OF 10 LED DOLLY LIGHTS,1
0.011774600504625737,RED METAL BOX TOP SECRET,1
0.0114141535504025,PARISIENNE KEY CABINET,1
0.015799591493451882,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1
0.014838399615523249,SET 6 PAPER TABLE LANTERN HEARTS,1
0.012074972966478434,SILVER BELLS TABLE DECORATION,1
0.010272738195362249,SILVER STARS TABLE DECORATION,1
0.012014898474107893,LARGE CERAMIC TOP STORAGE JAR,1
0.01363690976811246,CLASSIC GLASS COOKIE JAR,1
0.01123393007329088,CLASSIC CAFE SUGAR DISPENSER,1
0.018022347711161842,JINGLE BELL HEART DECORATION,1
0.044575273338940284,GARDENERS KNEELING PAD KEEP CALM,1
0.03766670671632825,GARDENERS KNEELING PAD CUP OF TEA,1
0.010753334134326565,KNEELING MAT HOUSEWORK  DESIGN,1
0.011714526012255196,SET 6 PAPER TABLE LANTERN STARS,1
0.011534302535143579,JINGLE BELL HEART ANTIQUE SILVER,1
0.015138772077375946,SET OF 3 HANGING OWLS OLLIE BEAK,1
0.022227562177099605,SET OF 3 WOODEN HEART DECORATIONS,1
0.01585966598582242,SET OF 60 I LOVE LONDON CAKE CASES,1
0.025471584765108735,SET OF 60 PANTRY DESIGN CAKE CASES,1
0.015318995554487565,SET OF 60 VINTAGE LEAF CAKE CASES,1
0.0114141535504025,SET OF 4 KNICK KNACK TINS LONDON,1
0.01898353958909047,SET OF TEA COFFEE SUGAR TINS PANTRY,1
0.034422684128319114,SET OF 3 REGENCY CAKE TINS,1
0.014477952661300012,TREASURE TIN GYMKHANA DESIGN,1
0.014177580199447315,BISCUIT TIN 50'S CHRISTMAS,1
0.03412231166646642,SMALL WHITE HEART OF WICKER,1
0.011774600504625737,BUBBLEGUM RING ASSORTED,1
0.018683167127237776,ZINC FOLKART SLEIGH BELLS,1
0.014958548600264328,SET OF 3 WOODEN STOCKING DECORATION,1
0.013757058752853539,SET OF 3 WOODEN TREE DECORATIONS,1
0.01345668629100084,SET OF 3 WOODEN SLEIGH DECORATIONS,1
0.034723056590171816,POPCORN HOLDER,1
0.030097320677640274,LARGE WHITE HEART OF WICKER,1
0.022047338699987984,JUMBO BAG VINTAGE CHRISTMAS,1
0.01357683527574192,CHRISTMAS STAR WISH LIST CHALKBOARD,1
0.010813408626697104,VINTAGE DONKEY TAIL GAME,1
0.012976090352036526,BISCUIT TIN VINTAGE CHRISTMAS,1
0.011113781088549803,GLASS APOTHECARY BOTTLE PERFUME,1
0.01015258921062117,GLASS APOTHECARY BOTTLE TONIC,1
0.03262044935720293,JUMBO BAG 50'S CHRISTMAS,1
0.018863390604349394,PANTRY MAGNETIC  SHOPPING LIST,1
0.01591974047819296,WHITE WICKER STAR,1
0.01700108134086267,GIANT 50'S CHRISTMAS CRACKER,1
0.011053706596179262,VINTAGE LEAF MAGNETIC NOTEPAD,1
0.020725699867836116,VINTAGE CHRISTMAS BUNTING,1
0.023248828547398775,SET OF 12 FAIRY CAKE BAKING CASES,1
0.018022347711161842,SET OF 12 MINI LOAF BAKING CASES,1
0.01585966598582242,SET OF 6 TEA TIME BAKING CASES,1
0.014598101646041091,SET OF 6 SNACK LOAF BAKING CASES,1
0.019464135528054788,BOX OF 6 MINI 50'S CRACKERS,1
0.01808242220353238,BOX OF 6 MINI VINTAGE CRACKERS,1
0.011173855580920341,VINTAGE CHRISTMAS GIFT SACK,1
0.015379070046858104,VINTAGE CHRISTMAS STOCKING,1
0.013937282229965157,6 GIFT TAGS 50'S CHRISTMAS,1
0.012916015859665985,6 GIFT TAGS VINTAGE CHRISTMAS,1
0.013757058752853539,ROLL WRAP VINTAGE SPOT,1
0.01351676078337138,ROLL WRAP VINTAGE CHRISTMAS,1
0.015018623092634867,ROLL WRAP 50'S CHRISTMAS,1
0.014838399615523249,SET OF 4 KNICK KNACK TINS DOILY,1
0.0339420881893548,JUMBO BAG VINTAGE DOILY,1
0.028955905322600024,LUNCH BAG VINTAGE DOILY,1
0.015499219031599183,IVORY WICKER HEART LARGE,1
0.012615643397813289,DECORATIVE WICKER HEART LARGE,1
0.011354079058031959,DECORATIVE WICKER HEART MEDIUM,1
0.01249549441307221,IVORY WICKER HEART MEDIUM,1
0.01573951700108134,SET 6 SCHOOL MILK BOTTLES IN CRATE,1
0.025711882734590893,LOVE HOT WATER BOTTLE,1
0.04163162321278385,HOT WATER BOTTLE KEEP CALM,1
0.021626817253394208,HAND WARMER RED LOVE HEART,1
0.010633185149585486,3 DRAWER ANTIQUE WHITE WOOD CABINET,1
0.0114141535504025,HOME SWEET HOME CUSHION COVER,1
0.010272738195362249,HOME SWEET HOME HANGING HEART,1
0.019103688573831552,PLAYING CARDS KEEP CALM & CARRY ON,1
0.012195121951219513,SET 12 COLOUR PENCILS SPACEBOY,1
0.010993632103808723,PLAYING CARDS JUBILEE UNION JACK,1
0.018683167127237776,VINTAGE DOILY TRAVEL SEWING KIT,1
0.012976090352036526,TRADITIONAL PICK UP STICKS GAME,1
0.011894749489366814,TRADITIONAL NAUGHTS & CROSSES,1
0.012976090352036526,VINTAGE DOILY JUMBO BAG RED,1
0.016460410909527816,LUNCH BAG PAISLEY PARK,1
0.01706115583323321,JUMBO BAG PAISLEY PARK,1
0.01249549441307221,"HAND WARMER UNION JACK, HAND WARMER OWL DESIGN",2
0.011354079058031959,"HAND WARMER UNION JACK, HAND WARMER SCOTTY DOG DESIGN",2
0.015379070046858104,"WHITE HANGING HEART T-LIGHT HOLDER, ASSORTED COLOUR BIRD ORNAMENT",2
0.012195121951219513,"ASSORTED COLOUR BIRD ORNAMENT, REGENCY CAKESTAND 3 TIER",2
0.012135047458848972,"WHITE HANGING HEART T-LIGHT HOLDER, HOME BUILDING BLOCK WORD",2
0.01573951700108134,"LOVE BUILDING BLOCK WORD, HOME BUILDING BLOCK WORD",2
0.01033281268773279,"WHITE HANGING HEART T-LIGHT HOLDER, LOVE BUILDING BLOCK WORD",2
0.012555568905442748,"POPPY'S PLAYHOUSE KITCHEN, POPPY'S PLAYHOUSE BEDROOM",2
0.01237534542833113,"JAM MAKING SET WITH JARS, SET OF 3 CAKE TINS PANTRY DESIGN",2
0.018322720173014537,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH",2
0.027514117505707078,"WOODEN PICTURE FRAME WHITE FINISH, WOODEN FRAME ANTIQUE WHITE",2
0.015018623092634867,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE",2
0.010693259641956025,"WHITE HANGING HEART T-LIGHT HOLDER, WOODEN PICTURE FRAME WHITE FINISH, WOODEN FRAME ANTIQUE WHITE",3
0.011834674996996275,"WOODEN PICTURE FRAME WHITE FINISH, WOOD 2 DRAWER CABINET WHITE FINISH",2
0.011053706596179262,"WOODEN FRAME ANTIQUE WHITE, WOOD 2 DRAWER CABINET WHITE FINISH",2
0.010092514718250631,"WHITE HANGING HEART T-LIGHT HOLDER, WOOD 2 DRAWER CABINET WHITE FINISH",2
0.025711882734590893,"WHITE HANGING HEART T-LIGHT HOLDER, RED HANGING HEART T-LIGHT HOLDER",2
0.015078697585005407,"HOT WATER BOTTLE TEA AND SYMPATHY, CHOCOLATE HOT WATER BOTTLE",2
0.01351676078337138,"HOT WATER BOTTLE KEEP CALM, HOT WATER BOTTLE TEA AND SYMPATHY",2
0.013156313829148144,"WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG RED RETROSPOT",2
0.02264808362369338,"LUNCH BAG RED RETROSPOT, JUMBO BAG RED RETROSPOT",2
0.013336537306259761,"JUMBO BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",2
0.030397693139492973,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",2
0.011474228042773038,"JUMBO BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",2
0.013877207737594618,"LUNCH BAG PINK POLKADOT, JUMBO BAG PINK POLKADOT",2
0.01033281268773279,"JUMBO BAG PINK POLKADOT, LUNCH BAG CARS BLUE",2
0.01033281268773279,"JUMBO BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, JUMBO BAG RED RETROSPOT",3
0.016280187432416195,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",2
0.013276462813889223,"LUNCH BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",2
0.024510392887180103,"JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT",2
0.014538027153670552,"JUMBO STORAGE BAG SUKI, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.010873483119067644,"LUNCH BAG  BLACK SKULL., JUMBO STORAGE BAG SUKI",2
0.01021266370299171,"LUNCH BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",2
0.012916015859665985,"LUNCH BAG SUKI DESIGN, JUMBO STORAGE BAG SUKI",2
0.012735792382554368,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT",3
0.010873483119067644,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI, JUMBO BAG RED RETROSPOT",3
0.014598101646041091,"JUMBO BAG PINK POLKADOT, JUMBO  BAG BAROQUE BLACK WHITE",2
0.014297729184188394,"JUMBO STORAGE BAG SUKI, JUMBO  BAG BAROQUE BLACK WHITE",2
0.020845848852577196,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",2
0.013817133245224078,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.010513036164844407,"JUMBO BAG PINK POLKADOT, JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",3
0.017301453802715368,"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 72 RETROSPOT CAKE CASES",2
0.017421602787456445,"PACK OF 72 RETROSPOT CAKE CASES, 60 TEATIME FAIRY CAKE CASES",2
0.015078697585005407,"PACK OF 60 PINK PAISLEY CAKE CASES, 60 TEATIME FAIRY CAKE CASES",2
0.014297729184188394,"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY",2
0.011173855580920341,"JUMBO STORAGE BAG SUKI, JUMBO BAG PINK VINTAGE PAISLEY",2
0.01814249669590292,"JUMBO BAG RED RETROSPOT, JUMBO BAG PINK VINTAGE PAISLEY",2
0.014357803676558933,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG PINK VINTAGE PAISLEY",2
0.011534302535143579,"JUMBO BAG STRAWBERRY, JUMBO BAG PINK VINTAGE PAISLEY",2
0.010272738195362249,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT, JUMBO BAG PINK VINTAGE PAISLEY",3
0.013997356722335695,"PACK OF 72 RETROSPOT CAKE CASES, PACK OF 60 DINOSAUR CAKE CASES",2
0.012315270935960592,"PACK OF 60 DINOSAUR CAKE CASES, 60 TEATIME FAIRY CAKE CASES",2
0.011053706596179262,"PACK OF 60 PINK PAISLEY CAKE CASES, PACK OF 60 DINOSAUR CAKE CASES",2
0.016099963955304577,"STRAWBERRY CHARLOTTE BAG, RED RETROSPOT CHARLOTTE BAG",2
0.012735792382554368,"CHARLOTTE BAG SUKI DESIGN, STRAWBERRY CHARLOTTE BAG",2
0.015559293523969722,"JAM MAKING SET PRINTED, JAM MAKING SET WITH JARS",2
0.01033281268773279,"JAM MAKING SET PRINTED, SET OF 3 CAKE TINS PANTRY DESIGN",2
0.022407785654211223,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG RED RETROSPOT",2
0.013817133245224078,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.010753334134326565,"LUNCH BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",2
0.010573110657214946,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO BAG RED RETROSPOT",3
0.01129400456566142,"BAKING SET 9 PIECE RETROSPOT, RETROSPOT TEA SET CERAMIC 11 PC",2
0.013817133245224078,"GIN + TONIC DIET METAL SIGN, PLEASE ONE PERSON METAL SIGN",2
0.01585966598582242,"GIN + TONIC DIET METAL SIGN, COOK WITH WINE METAL SIGN",2
0.014958548600264328,"COOK WITH WINE METAL SIGN, PLEASE ONE PERSON METAL SIGN",2
0.015439144539228643,"COOK WITH WINE METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",2
0.02727381953622492,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE GREEN",2
0.0156794425087108,"WHITE HANGING HEART T-LIGHT HOLDER, NATURAL SLATE HEART CHALKBOARD",2
0.015318995554487565,"WHITE HANGING HEART T-LIGHT HOLDER, HEART OF WICKER SMALL",2
0.02390964796347471,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",2
0.017181304817974287,"WHITE HANGING HEART T-LIGHT HOLDER, HEART OF WICKER LARGE",2
0.018803316111978854,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",2
0.016039889462934036,"LUNCH BAG RED RETROSPOT, LUNCH BAG DOLLY GIRL DESIGN",2
0.012855941367295447,"LUNCH BAG PINK POLKADOT, LUNCH BAG DOLLY GIRL DESIGN",2
0.012795866874924906,"LUNCH BAG WOODLAND, LUNCH BAG DOLLY GIRL DESIGN",2
0.014778325123152709,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN",2
0.01357683527574192,"LUNCH BAG CARS BLUE, LUNCH BAG DOLLY GIRL DESIGN",2
0.014177580199447315,"LUNCH BAG SUKI DESIGN, LUNCH BAG DOLLY GIRL DESIGN",2
0.010813408626697104,"LUNCH BAG APPLE DESIGN, LUNCH BAG DOLLY GIRL DESIGN",2
0.011173855580920341,"LUNCH BAG RED RETROSPOT, LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",3
0.01021266370299171,"LUNCH BAG  BLACK SKULL., LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",3
0.014477952661300012,"WHITE HANGING HEART T-LIGHT HOLDER, JUMBO BAG RED RETROSPOT",2
0.026252553165925747,"PAPER CHAIN KIT VINTAGE CHRISTMAS, PAPER CHAIN KIT 50'S CHRISTMAS",2
0.012315270935960592,"RETROSPOT HEART HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE",2
0.010092514718250631,"RETROSPOT HEART HOT WATER BOTTLE, CHOCOLATE HOT WATER BOTTLE",2
0.013817133245224078,"PLEASE ONE PERSON METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",2
0.01471825063078217,"GIN + TONIC DIET METAL SIGN, HAND OVER THE CHOCOLATE   SIGN",2
0.016700708879009974,"HAND WARMER OWL DESIGN, HAND WARMER SCOTTY DOG DESIGN",2
0.010993632103808723,"HAND WARMER RED RETROSPOT, HAND WARMER OWL DESIGN",2
0.010573110657214946,"HAND WARMER RED RETROSPOT, HAND WARMER SCOTTY DOG DESIGN",2
0.014237654691817854,"HAND WARMER BIRD DESIGN, HAND WARMER SCOTTY DOG DESIGN",2
0.015559293523969722,"HAND WARMER OWL DESIGN, HAND WARMER BIRD DESIGN",2
0.01700108134086267,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY",2
0.014898474107893788,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",2
0.01243541992070167,"ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE PINK",2
0.011534302535143579,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE IVORY, ALARM CLOCK BAKELIKE GREEN",3
0.012615643397813289,"ALARM CLOCK BAKELIKE RED, ALARM CLOCK BAKELIKE ORANGE",2
0.0114141535504025,"ALARM CLOCK BAKELIKE ORANGE, ALARM CLOCK BAKELIKE GREEN",2
0.014477952661300012,"HOT WATER BOTTLE KEEP CALM, CHOCOLATE HOT WATER BOTTLE",2
0.013817133245224078,"CHOCOLATE HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE",2
0.010633185149585486,"HOT WATER BOTTLE KEEP CALM, SCOTTIE DOG HOT WATER BOTTLE",2
0.016520485401898353,"HOT WATER BOTTLE I AM SO POORLY, CHOCOLATE HOT WATER BOTTLE",2
0.010933557611438183,"HOT WATER BOTTLE TEA AND SYMPATHY, HOT WATER BOTTLE I AM SO POORLY",2
0.011053706596179262,"HOT WATER BOTTLE KEEP CALM, HOT WATER BOTTLE I AM SO POORLY",2
0.024630541871921183,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",2
0.010753334134326565,"WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG SPACEBOY DESIGN",2
0.023368977532139852,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",2
0.021807040730505826,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",2
0.0114141535504025,"JUMBO BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",2
0.014237654691817854,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",3
0.012976090352036526,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",3
0.012555568905442748,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",3
0.02829508590652409,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",2
0.02006488045176018,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",2
0.011474228042773038,"LUNCH BAG PINK POLKADOT, WHITE HANGING HEART T-LIGHT HOLDER",2
0.026552925627778445,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",2
0.023789498978733628,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE",2
0.015198846569746486,"LUNCH BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",2
0.013757058752853539,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",3
0.012855941367295447,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",3
0.01249549441307221,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",3
0.017601826264568063,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",3
0.015258921062117025,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",3
0.015018623092634867,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",3
0.01021266370299171,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, JUMBO BAG RED RETROSPOT",3
0.021867115222876366,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",2
0.020785774360206656,"LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN",2
0.017181304817974287,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND",2
0.019464135528054788,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",2
0.01916376306620209,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",2
0.016640634386639434,"LUNCH BAG SUKI DESIGN, LUNCH BAG WOODLAND",2
0.01471825063078217,"LUNCH BAG APPLE DESIGN, LUNCH BAG WOODLAND",2
0.013396611798630302,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN",3
0.012735792382554368,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",3
0.010933557611438183,"LUNCH BAG PINK POLKADOT, LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN",3
0.011354079058031959,"LUNCH BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",3
0.010933557611438183,"LUNCH BAG PINK POLKADOT, LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",3
0.012855941367295447,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",3
0.011594377027514117,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN",3
0.01243541992070167,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",3
0.011714526012255196,"LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND, LUNCH BAG SPACEBOY DESIGN",3
0.011173855580920341,"LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND, LUNCH BAG CARS BLUE",3
0.010633185149585486,"LUNCH BAG SUKI DESIGN, LUNCH BAG  BLACK SKULL., LUNCH BAG WOODLAND",3
0.01003244022588009,"LUNCH BAG SUKI DESIGN, LUNCH BAG CARS BLUE, LUNCH BAG WOODLAND",3
0.011774600504625737,"LUNCH BAG SUKI DESIGN, LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",3
0.010452961672473868,"PLEASE ONE PERSON METAL SIGN, LADIES & GENTLEMEN METAL SIGN",2
0.014117505707076775,"WHITE HANGING HEART T-LIGHT HOLDER, CANDLEHOLDER PINK HANGING HEART",2
0.013276462813889223,"BATHROOM METAL SIGN, TOILET METAL SIGN",2
0.01021266370299171,"BATHROOM METAL SIGN, KITCHEN METAL SIGN",2
0.029076054307341104,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",2
0.0156794425087108,"LUNCH BAG  BLACK SKULL., JUMBO BAG RED RETROSPOT",2
0.010873483119067644,"WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG  BLACK SKULL.",2
0.01015258921062117,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT, JUMBO BAG RED RETROSPOT",3
0.024149945932956867,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",2
0.0248107653490328,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",2
0.010933557611438183,"WHITE HANGING HEART T-LIGHT HOLDER, LUNCH BAG CARS BLUE",2
0.013937282229965157,"LUNCH BAG CARS BLUE, JUMBO BAG RED RETROSPOT",2
